,area,title,desc,title+desc
127,transport,promoción de un sistema de transporte fluvial y lacustre en el marco de un sistema de transporte intermodal fase i,"la ciudad viene planeando un sistema de transporte acuático en su bahía-sistema de caños y lagunas interno-ciénaga de la virgen para reducir los tiempos de traslados en la ciudad, al mismo tiempo que hace más eficiente la operación del sistema de transporte masivo transcaribe. recientemente se ha venido trabajando con la academia, quien ha desarrollado un prototipo de embarcación que funciona con energía solar y actualmente se encuentra en construcción. se encuentra por definir la operación del sistema. el proyecto completo incluye la adecuación de los cuerpos internos de agua para el paso de las embarcaciones. la fase inicial que se trabaja tiene un costo de 3.5 millones de usd aproximadamente","promoción de un sistema de transporte fluvial y lacustre en el marco de un sistema de transporte intermodal fase i. la ciudad viene planeando un sistema de transporte acuático en su bahía-sistema de caños y lagunas interno-ciénaga de la virgen para reducir los tiempos de traslados en la ciudad, al mismo tiempo que hace más eficiente la operación del sistema de transporte masivo transcaribe. recientemente se ha venido trabajando con la academia, quien ha desarrollado un prototipo de embarcación que funciona con energía solar y actualmente se encuentra en construcción. se encuentra por definir la operación del sistema. el proyecto completo incluye la adecuación de los cuerpos internos de agua para el paso de las embarcaciones. la fase inicial que se trabaja tiene un costo de 3.5 millones de usd aproximadamente"
130,transport,sistema de bicicletas públicas (sbp),"facilitar la implementación de un servicio de préstamo de bicicletas electroasistidas  para fomentar el uso urbano de la bicicleta en viajes de corta distancia y duración, entre personas previamente inscritas e identificadas. monitoreo: recopilar información obtenida de la aplicación del uso del sbp para el seguimiento de los datos y su futura planificación de acuerdo con el perfil de las personas usuarias.dar trazabilidad a los recorridos de las personas que se trasladan en bicicleta y que utilizan los biciparqueos para el desarrollo de nueva infraestructura.transitorio ley 9660, reglamento sistema de alquiler de bicicletas cantón de san josé: establecer un reglamento para la regulación e  implementación de la ley 9660 en cumplimiento con el transitorio ii.ampliar la red de infraestructura ciclista para la movilización segura de las personas en el sentido oeste-este de la ciclovía actual con el norte-sur, así como los puntos de interés para la promoción de la intermodalidad","sistema de bicicletas públicas (sbp). facilitar la implementación de un servicio de préstamo de bicicletas electroasistidas  para fomentar el uso urbano de la bicicleta en viajes de corta distancia y duración, entre personas previamente inscritas e identificadas. monitoreo: recopilar información obtenida de la aplicación del uso del sbp para el seguimiento de los datos y su futura planificación de acuerdo con el perfil de las personas usuarias.dar trazabilidad a los recorridos de las personas que se trasladan en bicicleta y que utilizan los biciparqueos para el desarrollo de nueva infraestructura.transitorio ley 9660, reglamento sistema de alquiler de bicicletas cantón de san josé: establecer un reglamento para la regulación e  implementación de la ley 9660 en cumplimiento con el transitorio ii.ampliar la red de infraestructura ciclista para la movilización segura de las personas en el sentido oeste-este de la ciclovía actual con el norte-sur, así como los puntos de interés para la promoción de la intermodalidad"
132,transport,"mejora de acera, promoción de accesibilidad, seguridad vial","mejoramiento de calzada: adecuar las vías de san josé y sus elementos (anchos y calidad de superficie de calzada, acera, cordón de caño, franjas verdes, rampas, señalización, etc.) a las normas de  de seguridad, de organización y accesibilidad de tránsito peatonal y vehicular.habilitación de zonas 30: implementar una estrategia de centro urbano sostenible entre los sectores residencial, comercial, gastronómico y la comunidad, en el barrio escalante para la reconversión del espacio público.  ello busca que las vías cuenten con una restricción de velocidad vehicular de 30km/h.  mejoramiento de aceras y seguridad vial: adecuar las vías y sus elementos (anchos y calidad de superficie de calzada, acera, cordón de caño, franjas verdes, rampas, señalización, etc.) a las normas de  de seguridad, de organización y accesibilidad de tránsito peatonal y vehicular.  (costo: 120 000 000 colones)reglamento de movilidad: actualizar los reglamentos del plan director urbano para el cumplimiento de los objetivos de la organización.  trabajo colaborativo con distintas dependencias en comisiones multidisciplinarias, por temática, experiencia y especialidad","mejora de acera, promoción de accesibilidad, seguridad vial. mejoramiento de calzada: adecuar las vías de san josé y sus elementos (anchos y calidad de superficie de calzada, acera, cordón de caño, franjas verdes, rampas, señalización, etc.) a las normas de  de seguridad, de organización y accesibilidad de tránsito peatonal y vehicular.habilitación de zonas 30: implementar una estrategia de centro urbano sostenible entre los sectores residencial, comercial, gastronómico y la comunidad, en el barrio escalante para la reconversión del espacio público.  ello busca que las vías cuenten con una restricción de velocidad vehicular de 30km/h.  mejoramiento de aceras y seguridad vial: adecuar las vías y sus elementos (anchos y calidad de superficie de calzada, acera, cordón de caño, franjas verdes, rampas, señalización, etc.) a las normas de  de seguridad, de organización y accesibilidad de tránsito peatonal y vehicular.  (costo: 120 000 000 colones)reglamento de movilidad: actualizar los reglamentos del plan director urbano para el cumplimiento de los objetivos de la organización.  trabajo colaborativo con distintas dependencias en comisiones multidisciplinarias, por temática, experiencia y especialidad"
133,waste management,"desarrollar un manejo integral de los residuos sólidos con criterios ambientales, sociales y económicos, así como aumentar la valorización de los mismos","(1) fortalecimiento y ampliación de la recolección selectiva en el cantón, acompañada de una campaña de comunicación, educación y sensibilización en gestión de residuos.  (2) construcción y operación de un complejo municipal para el almacenamiento de los residuos valorizables recolectados clasificadamente. este complejo o planta incluirá operaciones para brindar tratamiento a los residuos separados, y permitirá brindar especialmente algún método de valorización a los residuos orgánicos en mayor escala.  el financiamiento está pendiente, de modo que aún no se posee datos del costo del proyecto","desarrollar un manejo integral de los residuos sólidos con criterios ambientales, sociales y económicos, así como aumentar la valorización de los mismos. (1) fortalecimiento y ampliación de la recolección selectiva en el cantón, acompañada de una campaña de comunicación, educación y sensibilización en gestión de residuos.  (2) construcción y operación de un complejo municipal para el almacenamiento de los residuos valorizables recolectados clasificadamente. este complejo o planta incluirá operaciones para brindar tratamiento a los residuos separados, y permitirá brindar especialmente algún método de valorización a los residuos orgánicos en mayor escala.  el financiamiento está pendiente, de modo que aún no se posee datos del costo del proyecto"
134,transport,continuidad de bulevares,"ampliación bulevar avenida central: extender el bulevar de la avenida central desde calle 11 a calle 19 para la ampliación de espacios peatonales en la mejora de la movilidad peatonal (costo: 950 000 000 colones).bulevar calle 2: conectar la avenida central con la  estación al pacífico para la promoción de la movilidad peatonal y ciclista y el fortalecimiento económico del sur de la ciudad (costo no definido aún).coordinación interinstitucional: mopt, acueductos y alcantarillados aya, instituto costarricense de electricidad ice, compañía nacional de fuerza y luz cnfl, comercio, dueños prediales, en relación con la ejecución y avance de obra","continuidad de bulevares. ampliación bulevar avenida central: extender el bulevar de la avenida central desde calle 11 a calle 19 para la ampliación de espacios peatonales en la mejora de la movilidad peatonal (costo: 950 000 000 colones).bulevar calle 2: conectar la avenida central con la  estación al pacífico para la promoción de la movilidad peatonal y ciclista y el fortalecimiento económico del sur de la ciudad (costo no definido aún).coordinación interinstitucional: mopt, acueductos y alcantarillados aya, instituto costarricense de electricidad ice, compañía nacional de fuerza y luz cnfl, comercio, dueños prediales, en relación con la ejecución y avance de obra"
139,water management,sistemas urbanos de drenaje sostenible para el gran pulmón verde de la ciudad de mérida,"el proyecto cuenta con 4 líneas de trabajo.- implementación de 10 suds, - implementación de suds en los parques urbanos y vialidades primarias - educación ambiental para el uso y aprovechamiento del agua, y - mejorar la calidad del agua de lluvia que recarga el acuífero.se identificaron dos zonas para la implementación del piloto y se están realizando los proyectos ejecutivos para las avenidas mérida 2000 y 132.se cuenta con la asesoría técnica por parte de world resources institute (wri) méxico, en esta línea de trabajo se ha pasado de la idea conceptual hasta la identificación de los posibles suds  a implementar, las fuentes  y mecanismo financieros para la operación del proyecto.estado de la financiación, existen áreas del ayuntamiento para la ejecución de obra y mantenimiento, así como de imagen de contenidos, difusión y educación ambiental. cada una con montos destinados para la operación sus funciones.para la implementación se tiene destinado, por parte de la dirección de obras públicas del ayuntamiento, un monto específico. para la implementación de los suds a la zona del gran pulmón, se están explorando mecanismos de financiamiento e inversión con la asesoría de wri, méxico.en este momento se están aprovechando los montos ordinarios ya destinados, con la expectativa de conseguir montos extraordinarios o incluir estas actividades en el presupuesto del siguiente año.descripción del proyectoeste proyecto parte de la identificación de que la “calidad del agua” es nuestra principal tensión para la resiliencia urbana y al proceso de planeación del plan maestro del pulmón verde de la zona poniente de la ciudad de mérida.en el 2017 se realizó el perfil de resiliencia urbana para la ciudad de mérida, el cual identifico impactos y tensiones que fueron agrupados en 11 temas prioritarios de atención, destacando los altos niveles de contaminación del acuífero por actividades antropogénicas. en diciembre de 2018 se realizó en plan maestro del gran pulmón verde de la ciudad de mérida, este se conforma por 4 ejes de intervención urbana: espacio público, movilidad urbana sustentable, convivencia social y medio ambiente. el eje ambiental propone desarrollar proyectos para la flora, la fauna, los residuos sólidos, la eficiencia energética, el agua y la educación ambiental. respecto al agua, se propone la implementación de los sistemas urbanos de drenaje sostenible (suds), por ello, en abril de este año, se inició el proyecto de suds para el gran pulmón verde. el objetivo es implementar sistemas urbanos de drenaje sostenible (suds) como cunetas verdes, áreas de bio retención de agua, jardines de lluvia y pisos permeables en los parques urbanos y vialidades de la zona donde se desarrolla el “gran pulmón verde de la ciudad de mérida”, como parte de las acciones dirigidas a la gestión del agua urbana que permitan mitigar el impacto del desarrollo urbanístico al acuífero y los problemas de cantidad / calidad de escorrentías urbanas.la implementación de los suds tendrá un alto impacto ambiental y social para 56 mil hogares y más de 122,981 habitantes (14.8% de pob. total), pues se ubica en una de las zonas con mayor densidad poblacional y habitacional, que concentra parques urbanos con un alto valor ecológico, eco - arqueológico y arqueo - botánico. este proyecto permitirá que el agua de lluvia se recolecte, infiltre y purifique por biorremediación, mitigando la contaminación del acuífero y favoreciendo su recarga de manera natural. ya se empezó a generar mejoras en pequeños parques barriales de la zona y a desarrollar los anteproyectos de cada intervención; de implementarse exitosamente, estos sistemas pueden ser desarrollados en el resto del municipio.se tiene estimado que el costo para la implementación de 1 sud, saldría aprox en $3,500 no se cuenta con la estimación total del proyecto ni con el costo total de la inversión","sistemas urbanos de drenaje sostenible para el gran pulmón verde de la ciudad de mérida. el proyecto cuenta con 4 líneas de trabajo.- implementación de 10 suds, - implementación de suds en los parques urbanos y vialidades primarias - educación ambiental para el uso y aprovechamiento del agua, y - mejorar la calidad del agua de lluvia que recarga el acuífero.se identificaron dos zonas para la implementación del piloto y se están realizando los proyectos ejecutivos para las avenidas mérida 2000 y 132.se cuenta con la asesoría técnica por parte de world resources institute (wri) méxico, en esta línea de trabajo se ha pasado de la idea conceptual hasta la identificación de los posibles suds  a implementar, las fuentes  y mecanismo financieros para la operación del proyecto.estado de la financiación, existen áreas del ayuntamiento para la ejecución de obra y mantenimiento, así como de imagen de contenidos, difusión y educación ambiental. cada una con montos destinados para la operación sus funciones.para la implementación se tiene destinado, por parte de la dirección de obras públicas del ayuntamiento, un monto específico. para la implementación de los suds a la zona del gran pulmón, se están explorando mecanismos de financiamiento e inversión con la asesoría de wri, méxico.en este momento se están aprovechando los montos ordinarios ya destinados, con la expectativa de conseguir montos extraordinarios o incluir estas actividades en el presupuesto del siguiente año.descripción del proyectoeste proyecto parte de la identificación de que la “calidad del agua” es nuestra principal tensión para la resiliencia urbana y al proceso de planeación del plan maestro del pulmón verde de la zona poniente de la ciudad de mérida.en el 2017 se realizó el perfil de resiliencia urbana para la ciudad de mérida, el cual identifico impactos y tensiones que fueron agrupados en 11 temas prioritarios de atención, destacando los altos niveles de contaminación del acuífero por actividades antropogénicas. en diciembre de 2018 se realizó en plan maestro del gran pulmón verde de la ciudad de mérida, este se conforma por 4 ejes de intervención urbana: espacio público, movilidad urbana sustentable, convivencia social y medio ambiente. el eje ambiental propone desarrollar proyectos para la flora, la fauna, los residuos sólidos, la eficiencia energética, el agua y la educación ambiental. respecto al agua, se propone la implementación de los sistemas urbanos de drenaje sostenible (suds), por ello, en abril de este año, se inició el proyecto de suds para el gran pulmón verde. el objetivo es implementar sistemas urbanos de drenaje sostenible (suds) como cunetas verdes, áreas de bio retención de agua, jardines de lluvia y pisos permeables en los parques urbanos y vialidades de la zona donde se desarrolla el “gran pulmón verde de la ciudad de mérida”, como parte de las acciones dirigidas a la gestión del agua urbana que permitan mitigar el impacto del desarrollo urbanístico al acuífero y los problemas de cantidad / calidad de escorrentías urbanas.la implementación de los suds tendrá un alto impacto ambiental y social para 56 mil hogares y más de 122,981 habitantes (14.8% de pob. total), pues se ubica en una de las zonas con mayor densidad poblacional y habitacional, que concentra parques urbanos con un alto valor ecológico, eco - arqueológico y arqueo - botánico. este proyecto permitirá que el agua de lluvia se recolecte, infiltre y purifique por biorremediación, mitigando la contaminación del acuífero y favoreciendo su recarga de manera natural. ya se empezó a generar mejoras en pequeños parques barriales de la zona y a desarrollar los anteproyectos de cada intervención; de implementarse exitosamente, estos sistemas pueden ser desarrollados en el resto del municipio.se tiene estimado que el costo para la implementación de 1 sud, saldría aprox en $3,500 no se cuenta con la estimación total del proyecto ni con el costo total de la inversión"
140,waste management,puntos verdes,"puntos verdesel programa punto verde está enfocado en el fomento de la cultura de la separación, el reciclaje y la correcta disposición de los residuos, promoviendo la economía circular en la gestión de residuos en el municipio de mérida. el programa es un elemento clave de las acciones por parte del ayuntamiento en la estrategia basura cero. este tipo de estrategias, con sus acciones correspondientes, además de contribuir al mejoramiento local de las condiciones ambientales evitando la disposición irregular de residuos, se integra a la agenda 2030 y los objetivos de desarrollo sostenible (ods). hasta el mes de junio de 2021 se habían recibido en los puntos verdes 337 toneladas de residuos de los ciudadanos con más de 30,000 usuarios atendidos. se instalaron 200 puntos verdes en la ciudad en conjunto con los aliados de empresas, asociaciones, instituciones públicas y privadas","puntos verdes. puntos verdesel programa punto verde está enfocado en el fomento de la cultura de la separación, el reciclaje y la correcta disposición de los residuos, promoviendo la economía circular en la gestión de residuos en el municipio de mérida. el programa es un elemento clave de las acciones por parte del ayuntamiento en la estrategia basura cero. este tipo de estrategias, con sus acciones correspondientes, además de contribuir al mejoramiento local de las condiciones ambientales evitando la disposición irregular de residuos, se integra a la agenda 2030 y los objetivos de desarrollo sostenible (ods). hasta el mes de junio de 2021 se habían recibido en los puntos verdes 337 toneladas de residuos de los ciudadanos con más de 30,000 usuarios atendidos. se instalaron 200 puntos verdes en la ciudad en conjunto con los aliados de empresas, asociaciones, instituciones públicas y privadas"
141,outdoor lighting,alumbrado público,"en el municipio de mérida para el alumbrado público, contamos con un consumo de energía mensual  aproximada de 4, 900,000 kwh con lámparas  de vapor de sodio, de este consumo el 34% es suministrado por energía renovable, es decir 1, 666,000 por la empresa geotérmica, el resto la suministra cfe.la dirección de servicios públicos dentro de su compromiso con la ecología y la reducción de gases gei,  comenzó el reemplazo gradual de las lámparas de vapor de sodio y aditivo metálico por lámparas tipo led, las cuales consumen alrededor del 40% a 50% menos de energía eléctrica y que tendría un impacto en la reducción de gases co2 por generación de energía de 14.44 kg mensual por luminaria sustituida. con el cambio de luminarias tipo led, podríamos obtener una mejor iluminación a menor costo y con menor  emisión de co2 , lo cual hace que el uso de energía en el ámbito de alumbrado público para el municipio de mérida sea más eficiente","alumbrado público. en el municipio de mérida para el alumbrado público, contamos con un consumo de energía mensual  aproximada de 4, 900,000 kwh con lámparas  de vapor de sodio, de este consumo el 34% es suministrado por energía renovable, es decir 1, 666,000 por la empresa geotérmica, el resto la suministra cfe.la dirección de servicios públicos dentro de su compromiso con la ecología y la reducción de gases gei,  comenzó el reemplazo gradual de las lámparas de vapor de sodio y aditivo metálico por lámparas tipo led, las cuales consumen alrededor del 40% a 50% menos de energía eléctrica y que tendría un impacto en la reducción de gases co2 por generación de energía de 14.44 kg mensual por luminaria sustituida. con el cambio de luminarias tipo led, podríamos obtener una mejor iluminación a menor costo y con menor  emisión de co2 , lo cual hace que el uso de energía en el ámbito de alumbrado público para el municipio de mérida sea más eficiente"
150,energy efficiency / retrofit,iluminação pública a led,"as lâmpadas de led são mais eficientes, duram muito mais e consomem menos energia. ao longo dos anos, essa matemática se torna muito favorável ao município. ao todo, a capital amazonense já conta com 43.468 pontos de iluminação em led instalados e ainda 11.242 luminárias de vapor metálico (luz branca), representando uma melhoria de 41,5% na iluminação pública de manaus","iluminação pública a led. as lâmpadas de led são mais eficientes, duram muito mais e consomem menos energia. ao longo dos anos, essa matemática se torna muito favorável ao município. ao todo, a capital amazonense já conta com 43.468 pontos de iluminação em led instalados e ainda 11.242 luminárias de vapor metálico (luz branca), representando uma melhoria de 41,5% na iluminação pública de manaus"
151,waste management,geração de energia à gás - mdl,"captação do gás metano em seu aterro sanitário, instalado no km 19 da am–010 (estrada que liga a capital ao município de itacoatiara). o potencial elétrico estimado é de 10 megawatts. com a instalação de um novo gerador, torna autossuficiente toda a operação do complexo e ainda gera um excedente de 120 kilowatts/hora de energia limpa. além da produção de energia, a captação de biogás instalada no complexo, continua quebrando o gás metano, 22 vezes mais impactante no efeito estufa que o dióxido de carbono (co²), obtendo, com isso, mais créditos de carbono para a prefeitura de manaus","geração de energia à gás - mdl. captação do gás metano em seu aterro sanitário, instalado no km 19 da am–010 (estrada que liga a capital ao município de itacoatiara). o potencial elétrico estimado é de 10 megawatts. com a instalação de um novo gerador, torna autossuficiente toda a operação do complexo e ainda gera um excedente de 120 kilowatts/hora de energia limpa. além da produção de energia, a captação de biogás instalada no complexo, continua quebrando o gás metano, 22 vezes mais impactante no efeito estufa que o dióxido de carbono (co²), obtendo, com isso, mais créditos de carbono para a prefeitura de manaus"
156,buildings,parque náutico de vitória,"ordenamento do desenvolvimento da cadeia produtiva do turismo náutico e da pesca amadora, considerando a enorme vocação natural dessa atividade por parte do município de vitória","parque náutico de vitória. ordenamento do desenvolvimento da cadeia produtiva do turismo náutico e da pesca amadora, considerando a enorme vocação natural dessa atividade por parte do município de vitória"
158,waste management,à definir,"o plano municipal de gestão integrada de resíduos sólidos de joão pessoa (pmgirs-jp) contempla um programa específico para a recuperação ambiental do lixão do roger. trata-se do programa ""novo roger"", que tem como objetivo proporcionar à comunidade do roger uma área de convivência no espaço onde funcionou o antigo lixão. este programa contempla 3 ações, quais sejam: concluir recuperação ambiental das três células restantes do lixão do roger, readequar projeto existente para implantação de parque ou área verde e promover estudos geotécnicos e ambientais para definir as possibilidades de empreendimentos no antigo lixão do roger","à definir. o plano municipal de gestão integrada de resíduos sólidos de joão pessoa (pmgirs-jp) contempla um programa específico para a recuperação ambiental do lixão do roger. trata-se do programa ""novo roger"", que tem como objetivo proporcionar à comunidade do roger uma área de convivência no espaço onde funcionou o antigo lixão. este programa contempla 3 ações, quais sejam: concluir recuperação ambiental das três células restantes do lixão do roger, readequar projeto existente para implantação de parque ou área verde e promover estudos geotécnicos e ambientais para definir as possibilidades de empreendimentos no antigo lixão do roger"
170,transport,vlt - veículo leve sobre trilho,"projeto do governo estadual, via emtu. primeira fase (santos - são vicente) implantada.  segunda fase (santos atual - santos centro) em andamento. próximas fases (são vicente - área continental; praia grande e outros municípios da baixada santista) em estudos","vlt - veículo leve sobre trilho. projeto do governo estadual, via emtu. primeira fase (santos - são vicente) implantada.  segunda fase (santos atual - santos centro) em andamento. próximas fases (são vicente - área continental; praia grande e outros municípios da baixada santista) em estudos"
173,energy efficiency / retrofit,saltillo se prende,"el programa arrancó en agosto del 2019 y contempló la sustitución de 55 mil 629 luminarias que pasaron de ser de aditivos metálicos cerámicos a tecnología led. se logró modernizar al 100% el alumbrado público en la ciudad a tecnología led.se atendieron en total 616 colonias, 559 parques y jardines y 207 avenidas secundarias.las luminarias tipo led tienen importantes beneficios como la reducción de emisiones contaminantes de co2 hasta en un 54 por ciento, ahorro energético y, por ende, económico.cuentan con mayor calidad de luz, encendido instantáneo al 100 por ciento de la capacidad, el tiempo de vida de las lámparas led es de mínimo 10 años, es decir, tres veces más que las de aditivo metal cerámico.son reciclables y no contaminan el medio ambiente, representarán un ahorro energético de más de 6.2 millones de kilowatts anuales, con una eficiencia mayor al 97 por ciento en el alumbrado público","saltillo se prende. el programa arrancó en agosto del 2019 y contempló la sustitución de 55 mil 629 luminarias que pasaron de ser de aditivos metálicos cerámicos a tecnología led. se logró modernizar al 100% el alumbrado público en la ciudad a tecnología led.se atendieron en total 616 colonias, 559 parques y jardines y 207 avenidas secundarias.las luminarias tipo led tienen importantes beneficios como la reducción de emisiones contaminantes de co2 hasta en un 54 por ciento, ahorro energético y, por ende, económico.cuentan con mayor calidad de luz, encendido instantáneo al 100 por ciento de la capacidad, el tiempo de vida de las lámparas led es de mínimo 10 años, es decir, tres veces más que las de aditivo metal cerámico.son reciclables y no contaminan el medio ambiente, representarán un ahorro energético de más de 6.2 millones de kilowatts anuales, con una eficiencia mayor al 97 por ciento en el alumbrado público"
174,waste management,juárez recicla,“juárez recicla” reciclado de desechos sólidos urbanos de generación en el hogar,juárez recicla. “juárez recicla” reciclado de desechos sólidos urbanos de generación en el hogar
175,waste management,ponte las pilas,“ponte las pilas” recolección de pilas alcalinas de todos los tamaños distribuidos los centros de acopio en 50 tiendas oxxo,ponte las pilas. “ponte las pilas” recolección de pilas alcalinas de todos los tamaños distribuidos los centros de acopio en 50 tiendas oxxo
176,waste management,juárez libre de llantas,"“recolección, acopio y destino final de llantas de desecho” programa donde intervienen en la recolección los ciudadanos, traslado al centro de acopio los importadores de llantas usadas y en el destino final el municipio de ciudad juárez (dirección ecología)","juárez libre de llantas. “recolección, acopio y destino final de llantas de desecho” programa donde intervienen en la recolección los ciudadanos, traslado al centro de acopio los importadores de llantas usadas y en el destino final el municipio de ciudad juárez (dirección ecología)"
184,transport,mobilidade urbana de aracaju,apoio aos projetos e ações de melhoria e ampliação da malha viária incentivando o  uso de transporte coletivo em massa  mais eficientes,mobilidade urbana de aracaju. apoio aos projetos e ações de melhoria e ampliação da malha viária incentivando o  uso de transporte coletivo em massa  mais eficientes
185,waste recycling,eco pontos,implantação de pontos de entrega voluntária de recicláveis (coletores seletivos distribuídos na cidade); implantação de eco pontos,eco pontos. implantação de pontos de entrega voluntária de recicláveis (coletores seletivos distribuídos na cidade); implantação de eco pontos
186,outdoor lighting,modernização da iluminação pública,implantação de iluminação em lâmpadas de led nas vias públicas do município,modernização da iluminação pública. implantação de iluminação em lâmpadas de led nas vias públicas do município
187,water management,gobernanza del agua y del territorio en la región hídrica del valle de atriz,"el proyecto busca establecer un sistema territorial de gobernanza del agua en ciudades intermedias (pasto) y pequeñas (tangua) de alta montaña en la rhva, que comparten las fuentes de agua y necesitan  desarrollar  herramientas colaborativas para su seguridad hídrica como estrategia de adaptación al cambio climático, logrando así territorios sostenibles, en un contexto de alta variabilidad climática, apostando por una recuperación verde post-pandemia;  brindando agua para todos y para la vida., el proyecto tiene unc osto aproximado de 1.4 millones de euros","gobernanza del agua y del territorio en la región hídrica del valle de atriz. el proyecto busca establecer un sistema territorial de gobernanza del agua en ciudades intermedias (pasto) y pequeñas (tangua) de alta montaña en la rhva, que comparten las fuentes de agua y necesitan  desarrollar  herramientas colaborativas para su seguridad hídrica como estrategia de adaptación al cambio climático, logrando así territorios sostenibles, en un contexto de alta variabilidad climática, apostando por una recuperación verde post-pandemia;  brindando agua para todos y para la vida., el proyecto tiene unc osto aproximado de 1.4 millones de euros"
188,energy efficiency / retrofit,código de eficiencia energética,"la ciudad de montería se encuentra se está desarrollando el programa bea: acelerador de eficiencia en edificaciones en la ciudad de montería,  el cual busca aumentar la eficiencia, reducir costos, reducir emisiones y el riesgo al cambio climático, mientras se mejora la calidad de vida y las oportunidades económicas de los usuarios; contribuyendo a la elaboración del código de eficiencia energética y de agua, como mecanismo de implementación de la resolución 594 de 2015 del mvct.se realizó el taller de construcción del código de eficiencia energética y ahorro del agua con los sectores estratégicos de la ciudad: constructoras, universidades, y empresas prestadoras del servicio de electricidad y agua. adicionalmente, se realizó la auditoría energética en centro verde, edificio de la administración pública,  para el desarrollo del piloto que permitirá implementar un modelo de energía sostenible en las edificaciones de la ciudad","código de eficiencia energética. la ciudad de montería se encuentra se está desarrollando el programa bea: acelerador de eficiencia en edificaciones en la ciudad de montería,  el cual busca aumentar la eficiencia, reducir costos, reducir emisiones y el riesgo al cambio climático, mientras se mejora la calidad de vida y las oportunidades económicas de los usuarios; contribuyendo a la elaboración del código de eficiencia energética y de agua, como mecanismo de implementación de la resolución 594 de 2015 del mvct.se realizó el taller de construcción del código de eficiencia energética y ahorro del agua con los sectores estratégicos de la ciudad: constructoras, universidades, y empresas prestadoras del servicio de electricidad y agua. adicionalmente, se realizó la auditoría energética en centro verde, edificio de la administración pública,  para el desarrollo del piloto que permitirá implementar un modelo de energía sostenible en las edificaciones de la ciudad"
189,water management,"garantizar la representatividad de los ecosistemas que conforman la estructura ecológica principal del municipio de manizales, como acción climática sostenible","para contribuir al cumplimiento de las directrices nacionales en temas de cambio climático, la alcaldía de manizales empezó a realizar la compra de predios de protección ambiental; sin embargo, el esfuerzo debía enfocarse en la restauración ecológica, que de alguna manera aportara a la disminución de gases efecto invernadero en la ciudad, entre otros aspectos ambientales. por lo anterior, se inició la búsqueda de alianzas institucionales con actores del ecosistema ambiental de la región, para aunar esfuerzos en la siembra de especies vegetales que funcionaran con la estructura ecológica del entorno. es allí donde aparecen entidades como emas, chec y corpocaldas, quienes se integran entorno a la gestión integral de los bosques, el recurso hídrico y la mitigación del cambio climático.la restauración ecológica proporciona una gran variedad de beneficios que orientan la recomposición de servicios ecosistémicos como abastecimiento, regulación, culturales y de apoyo que sustentan en gran medida el desarrollo económico del municipio: en cuanto a los servicios de abastecimiento tenemos materias primas, agua dulce y alimentos, en los servicios de regulación tenemos la regulación del clima, la calidad del aire, el secuestro y almacenamiento de carbono, la moderación de eventos extremos del clima, la prevención de la erosión del suelo.en los servicios culturales tenemos el turismo de naturaleza, la apreciación estética e inspiración para la cultura, el arte y el diseño. finalmente, en los servicios de apoyo tenemos el hábitat para especies de flora y fauna, así como la conservación de la biodiversidad genética","garantizar la representatividad de los ecosistemas que conforman la estructura ecológica principal del municipio de manizales, como acción climática sostenible. para contribuir al cumplimiento de las directrices nacionales en temas de cambio climático, la alcaldía de manizales empezó a realizar la compra de predios de protección ambiental; sin embargo, el esfuerzo debía enfocarse en la restauración ecológica, que de alguna manera aportara a la disminución de gases efecto invernadero en la ciudad, entre otros aspectos ambientales. por lo anterior, se inició la búsqueda de alianzas institucionales con actores del ecosistema ambiental de la región, para aunar esfuerzos en la siembra de especies vegetales que funcionaran con la estructura ecológica del entorno. es allí donde aparecen entidades como emas, chec y corpocaldas, quienes se integran entorno a la gestión integral de los bosques, el recurso hídrico y la mitigación del cambio climático.la restauración ecológica proporciona una gran variedad de beneficios que orientan la recomposición de servicios ecosistémicos como abastecimiento, regulación, culturales y de apoyo que sustentan en gran medida el desarrollo económico del municipio: en cuanto a los servicios de abastecimiento tenemos materias primas, agua dulce y alimentos, en los servicios de regulación tenemos la regulación del clima, la calidad del aire, el secuestro y almacenamiento de carbono, la moderación de eventos extremos del clima, la prevención de la erosión del suelo.en los servicios culturales tenemos el turismo de naturaleza, la apreciación estética e inspiración para la cultura, el arte y el diseño. finalmente, en los servicios de apoyo tenemos el hábitat para especies de flora y fauna, así como la conservación de la biodiversidad genética"
196,transport,buses eléctricos articulados,"integra como empresa operadora del sitp de la ciudad en alianza con energía de pereira, han puesto en circulación buses articulados como parte de proyecto piloto. dentro de la nueva concesión se pretende que el parque automotor tenga 30% de buses eléctricos","buses eléctricos articulados. integra como empresa operadora del sitp de la ciudad en alianza con energía de pereira, han puesto en circulación buses articulados como parte de proyecto piloto. dentro de la nueva concesión se pretende que el parque automotor tenga 30% de buses eléctricos"
197,transport,mega-cable,"proyecto que contribuye a la movilidad sostenible en la ciudad de pereira, involucrando líneas aéreas de transporte","mega-cable. proyecto que contribuye a la movilidad sostenible en la ciudad de pereira, involucrando líneas aéreas de transporte"
